word,Positive,Negative
hay nóng giận,0,1
hèn,0,1
hẻo lánh,0,1
hết thời thanh xuân,0,1
hiểm độc,0,1
hiếm gặp,0,0
hiếm xảy ra,0,0
hiền lành,1,0
hiếu chiến,0,1
hiếu kỳ,1,0
hiệu quả,1,0
hiệu quả cao,1,0
hồ đồ,0,1
hồ hởi,1,0
hòa giải,1,0
hòa hợp,1,0
hòa thuận,1,0
hoan nghênh,1,1
hoàn thành,1,0
hoàng đế,0,0
hoảng hốt,0,1
hoang mang,0,1
hoảng sợ,0,1
hoàng tử Bạch Mã,1,0
hoen ố,0,1
hội đồng,1,0
hói trán,0,1
hỗn độn,0,1
hỗn hợp,0,1
hỗn loạn,0,1
hổn loạn,0,1
hỗn tạp,0,1
hỏng,0,1
hơp nhất,1,0
hợp nhất,1,0
hợp pháp,1,0
hốt hoảng,0,1
hư cấu,0,1
hư đốn,0,1
hứa hẹn tốt,1,0
hứng,1,0
hung hăng,0,1
hùng hổ,0,1
hùng vĩ,1,0
hương thơm phảng phất,1,0
húp lên,0,1
hữu nghị,1,0
huy hoàng,1,0
huyền bí,0,1
inh tai,0,1
ít tài nguyên,0,1
kẻ lười biếng,0,1
kếch xù,1,0
kém tài nguyên,0,1
kém tự tin,0,1
két bạc,1,0
kêu la,0,1
kêu vo vo,1,0
khả ố,0,1
khả ước,1,0
khác biệt,0,1
khắc khổ,0,1
khâm phục,1,0
kháng từ,0,1
kháng viêm,1,0
khen ngợi,1,0
khiển trách,0,1
khiếp đản,0,1
khiếp sợ,0,1
khiêu dâm,0,1
khinh suất,0,1
khờ,0,1
khó bảo,0,1
khó chữa,0,1
khờ dại,0,1
khổ hạnh,0,1
khó tiếp thu,0,1
khó ưa,0,1
khơi lại,1,1
khôi ngô tuấn tú,1,0
không ân hận,0,1
không an toàn,0,1
không bán được,0,1
không bền,0,1
không bị cầm tù,1,0
không bị chiếm đóng,1,0
không bị gỉ,1,0
không bị giam hãm,1,0
không bị han,1,0
không bị hư hại,1,0
không bị nghi,1,0
không bị nghi ngờ,1,0
không bị rỉ,1,0
không bị tình nghi,1,0
không bị tổn hại,1,0
không bị tù giam,1,0
không biết nói,0,1
không cải thiện,0,1
không cải tiến,0,1
không cẩn trọng,0,1
không chín chắn,0,1
không chịu thuế,1,0
không có khả năng thanh toán,0,1
không có khả năng trả nợ,0,1
không có mạch,0,1
không có nhân phẩm,0,1
không có nhận thức,0,1
không có phẩm cách,0,1
không có phẩm chất,0,1
không có sự sống,0,1
không có thật,0,1
không có tinh thần,0,1
không có tư cách,0,1
không có vết nhơ,1,0
không còn sống,0,1
không công,0,1
không đáng có,0,1
không đắt,1,0
không đạt được,0,1
không đạt yêu cầu,0,1
không đầy đủ,0,1
không dễ khuất phục,1,0
không dễ phục tùng,1,0
không dễ quy phục,1,0
không dịu bớt,0,1
không đoan trang,0,1
không đồng tâm,0,1
không đủ năng lực,0,1
không dừng,0,1
không đứng đắn,0,1
không dùng được,0,1
không được hỗ trợ,0,1
không được quan tâm chăm sóc,0,1
không được tích sự gì,0,1
không được trò trống gì,0,1
không được ủng hộ,0,1
không được việc,0,1
không được việc gì,0,1
không gỉ,1,0
không giải quyết được,0,1
không giảm nhẹ,0,1
không han gỉ,1,0
không han rỉ,1,0
không hấp dẫn,0,1
không hi vọng,0,1
không hoà giải được,0,1
không hối hận,0,1
không hợp tác,0,1
không khéo léo,0,1
không làm vui lòng,0,1
không lí thú,0,1
không liền mạch,0,1
không lọt qua,1,0
không mạch lạc,0,1
không minh bạch,0,1
không ngấm,1,0
không ngoan,0,1
không nhất quán,0,1
không nổi bật,0,1
không nơi nương tựa,0,1
không pha tạp,1,0
không phân minh,0,1
không qua lại,0,1
không sinh động,0,1
không sống,0,1
không tạp nhiễm,1,0
không tập nhiễm,1,0
không thắng lợi,0,1
không thành công,0,1
không thành thực,0,1
không thể bẻ gãy,1,0
không thể bỏ qua,0,1
không thể cảm nhận,0,1
không thể cảm thấy,0,1
không thể chịu nổi,0,1
không thể đổi chác,0,1
không thể giải quyết được,0,1
không thể giành lại,0,1
không thể làm dịu được,0,1
không thể lấy lại,0,1
không thể phủ nhận,1,0
không thể thích nghi,0,1
không thể thích ứng,0,1
không thể thừa nhận,0,1
không thể tìm lại,0,1
không thể trả nợ,0,1
không thể trao đổi,0,1
không thích,0,1
không thiên vị,1,0
không thở,0,1
không thở nữa,0,1
không thoả mãn,0,1
không thuận lợi,0,1
không tiếp thu được,0,1
không tin,0,1
không trật tự,0,1
không trọn vẹn,0,1
không tự nhiên,0,1
không tương hỗ,0,1
không vừa lòng,0,1
không vừa ý,0,1
khử trùng,1,0
kịch liệt,0,1
kích thích tình dục,0,0
kiên nhẫn,1,0
kiêu căng,0,1
kiêu ngạo,0,1
kinh sợ,0,1
kỳ lạ,0,1
kỳ nghỉ,1,0
lạ kỳ,0,0
la lối,0,1
lác hội tụ,0,1
lác trong,0,1
làm cho người ta không ưa,0,1
làm cho yên lòng,1,0
làm đẹp,1,0
làm duyên,1,0
làm gai người,0,1
làm hoảng sợ,0,1
làm khó chịu,0,1
làm mẹ,1,0
làm mới,1,0
làm quá,1,0
làm say đắm,1,0
làm sợ hãi,0,1
làm tình,1,0
làm yên lòng,1,0
lan man,0,1
lăng mạ,0,1
lãng phí,0,1
lành nghề,1,0
lão luyện,1,0
lậu,0,1
lâu bền,1,0
lậu thuế,0,1
lây lan,0,1
lầy lội,0,1
Lễ,1,0
lé hội tụ,0,1
lẻ loi,0,1
lễ phép,1,0
lệ thuộc,1,1
lé trong,0,1
lệch,0,1
lem luốc,0,1
lên ngôi,1,0
leo lắt,0,1
lịch sự,1,0
liệng bom,0,1
lo lắng,0,1
lo sợ,0,1
loạn thị,0,1
loạn trí,0,1
lốc xoáy,0,1
lòe loẹt,0,1
lôi cuốn,1,0
lời hứa,1,0
lời khuyên,1,0
lộn máu,0,1
lộn tiết,0,1
lóng lánh,1,0
lộng lẫy,1,0
lù mù,0,1
lừa đảo,0,1
lừa lọc,0,1
lưỡng lự,0,1
lướt qua,1,0
lưu loát,0,1
ma ám,0,1
mạch không đập,0,1
mải mê đánh bạc,0,1
mai táng,0,1
màn trời chiếu đất,0,1
mập,0,1
mặt dạn mày dày,0,1
mất dạy,0,1
mặt dày,0,1
mất tinh thần,0,1
mất trật tự,0,1
mất vệ sinh,0,1
mâu thuẫn,0,1
may bất ngờ,1,0
may mắn,1,0
may mắn bất ngờ,1,0
mê đi,0,1
mĩ miều,1,0
miễn thuế,1,0
miệt mài,1,0
mổ,0,0
mờ mịt,0,1
mồi,0,1
mới bị ăn cắp,0,1
mới đẻ,1,0
mới mất,0,1
mới nở,1,0
mới sanh,1,0
mới sinh,1,0
mọt,0,1
một bên,0,1
một phía,0,1
mù mờ,0,1
mụ phù thủy,0,1
mục sư,1,0
mủi lòng,1,0
mùi ôi,0,1
mùi ôi thiu,0,1
mùi thiu,0,1
mun,0,1
mưu mẹo,1,0
mỹ miều,1,0
nắm bom,0,1
nản chí,0,1
ngả màu,0,1
ngầm hiểu,0,0
ngấm ngầm,0,1
ngẩn người,0,1
ngẩn tò te,0,1
ngang bằng,1,0
ngạo mạn,0,1
ngập ngừng,0,1
ngày nghỉ,1,0
ngay thơ,1,0
nghe lời,1,0
nghèo túng,0,1
nghịch tai,0,1
nghiêm trọng,0,1
ngoa ngoắt,0,1
ngoại tình,0,1
ngoan đạo,1,0
ngốc,0,1
ngọn,1,0
ngon xơi,1,0
ngọt xớt,0,0
ngu si,0,1
ngược đãi,0,1
nguội lạnh,0,1
nguội ngắt,0,1
nguội nghe nguội ngắt,0,1
người ngoài hành tinh,0,1
nguội tanh,0,1
nguội tanh nguội ngắt,0,1
nguồn lực,1,0
nguồn tài nguyên,1,0
ngượng,0,1
ngưỡng mộ,1,0
nguyên chất,1,0
nguyền rủa,0,1
nguyên sơ,1,0
nhà làm,1,0
nhã nhặn,1,0
nhà vua,0,0
nhân đạo,1,0
nhẫn lại,1,0
nhẵn thin thín,1,0
nhanh nhẩu,1,0
nhao nhao,0,1
nhấp nháy,0,0
Nhật kí,1,0
nhát như thỏ đế,0,1
nhảy,1,0
nhạy bén,1,0
nhẹ dạ,1,0
nhẹ dạ cả tin,0,1
nhiệt huyết,1,0
nhiều rủi ro,0,1
nhọn,0,1
nhọn hoăn hoắt,0,1
nhọn hoắt,0,1
nhốn nháo,0,1
nhớp nháp,0,1
nhợt nhạt,0,1
nhùng nhằng,0,1
nhuốm máu,0,1
niềm vui,1,0
nổi giận,0,1
nổi loạn,0,1
nổi tiếng,1,0
nồng hậu,1,0
nóng lòng,0,1
nồng nhiệt,1,0
nông nổi,0,1
nóng tính,0,1
nửa đùa nửa thật,0,1
nực cười,0,1
ố,0,1
ố màu,0,1
ố vàng,0,1
oán,0,1
oán giận,0,1
oanh tạc,0,1
ôi thiu,0,1
ôi thối,0,1
ôm ấp,1,0
om sòm,0,1
ốm tương tư,0,1
om xòm,0,1
ơn trời,1,0
phá hại,0,1
pha tạp,0,1
phạm luật,0,1
phẫn,0,1
phân biệt,0,1
phân biệt đối xử,0,1
phần chính,1,0
phản đối,0,1
phân đông,1,0
phản động,0,1
phản lại,0,1
phần lớn,1,0
phẫn nộ,0,1
phân tâm,0,1
phân tích,1,0
phát đạt,1,0
phát điên lên,0,1
phiền nhiễu,0,1
phiền phức,0,1
phiền toái,0,1
phồn vinh,1,0
phù dâu,1,0
phù lên,0,1
phủ nhận,0,1
phụ thuộc,1,1
phù thủy,1,0
quá kích động,0,1
quái dị,0,1
quái thú,0,1
quân tử,1,0
quật bằng dây lưng,0,1
quấy rầy,0,1
quy củ,1,0
quý hiếm,1,0
quyến rũ,1,1
rải rác,0,1
rạng rỡ,1,0
rạo rực,1,0
rất hay,1,0
reo hò,1,1
rét,0,1
rét buốt,0,1
rét căm căm,0,1
rét cắt da cắt thịt,0,1
rét mướt,0,1
rối tắm,0,1
rộng lụng thụng,0,1
sắc,0,1
sạch,1,0
sạch sẽ,1,0
sai phạm,0,1
sai quy tắc,0,1
sản xuất thủ công,1,0
sáng bóng,1,0
sáng dạ,1,0
sáng loá,1,0
sáng loáng,1,0
sành sỏi,1,0
sát khuẩn,1,0
sát trùng,1,0
sâu cay,0,1
sầu thảm,0,1
sỉ nhục,0,1
siêu nhân,1,0
sinh khí,1,0
sinh sự,0,1
sợ hãi,0,1
sống lại,1,1
sống lâu năm,1,0
sốt sắng,1,0
sự giàu có,1,0
sự giàu sang,1,0
sự kính yêu,1,0
sự phẫn nộ,0,1
sự quý mến,1,0
sức cùng lực kiệt,0,1
sức nặng,1,0
sức sống,1,0
súc vật,0,1
sung công,0,1
sưng húp,0,1
sưng lên,0,1
sung mãn nhất,1,0
sưng phù lên,0,1
sút giảm,0,1
suy tàn,0,1
tà dâm,0,1
tạ lỗi,1,0
tắc thở,0,1
tắc trách,0,1
tách biệt,1,1
tách ra,0,1
tai hại,0,1
tái ngắt,0,1
tái xanh,0,1
tạm bợ,0,1
tâm phúc,1,0
tâm thần,0,1
tàn ác,0,1
tấn công,0,0
tán gái,1,0
tàn lụi,0,1
tàn tật,0,1
tạp nham,0,1
tấy,0,1
tệ hơn,0,1
tha tội,1,0
thảm hoạ,0,1
thảm kịch,0,1
thâm tím,0,1
thần tiên,1,0
thân tín,1,0
thân yêu,1,0
thánh đường,1,0
thành kính,1,0
thanh tao,1,0
thành thạo,1,0
thánh thiện,1,0
thanh thoát,1,0
thanh tú,1,0
thấp,0,1
thật,1,0
thất tình,0,1
thay đổi thất thường,0,1
theo chủ nghĩa hoà bình,1,0
theo lề thói,0,0
theo tập quán,0,0
theo tục lệ,0,0
thích đáng,1,0
thiên đàng,1,0
thiên đường,1,0
thiện tâm,1,0
thiên thần,1,0
thiếu tế nhị,0,1
thiếu thốn,0,1
thiếu tinh thần trách nhiệm,0,1
thiếu trách nhiệm,0,1
thiếu tự tin,0,1
thô bạo,0,1
thô bỉ,0,1
thô lỗ,0,1
thô thiển,0,1
thóc mách,0,1
thọc mạch,0,1
thối rữa,0,1
thơm ngon,1,0
thống nhất,1,0
thông thái,1,0
thủ đoạn,0,1
thu hoạch,1,0
thú nhận,1,1
thú tội,1,1
thú vật,0,1
thuần chất,1,0
thuần hậu,1,0
thuần nhất,1,0
thực,1,0
thương tâm,1,0
thương tổn,0,1
thương yêu,1,0
thụt lại,0,1
thụt lùi,0,1
tịch thu,0,1
tiềm năng,1,0
tiêm nhiễm,0,1
tiền phạt,0,1
tiến triển,1,0
tím bầm,0,1
tìm thấy,1,0
tin cậy,1,0
tin tưởng,1,0
tính bạn,1,0
tình cảm,1,0
tính cầm thú,0,1
tính cáu gắt,0,1
tinh khiết,1,0
tình nghi,0,1
tình người,1,0
tinh tế,1,0
tinh thông,1,0
tình yêu,1,0
tò mò,1,0
tò mò tọc mạch,0,1
toàn diện,1,0
tọc mạch,0,1
tồi,0,1
tồi hơn,0,1
tới ngưỡng,0,1
tội thông dâm,0,1
tống tiền,0,1
tốt bụng,1,0
tốt lành,1,0
trải đời,1,1
trái luật,0,1
trầm trọng,0,1
trấn an,1,0
tràn đầy,1,0
trần như nhộng,0,1
tràn trề,1,0
trần truồng,0,1
tráng lệ,1,0
trẻ em,1,0
trêu ngươi,0,1
trinh tiết,1,0
trơ tráo,0,1
trọc,0,1
trọc đầu,0,1
trội hơn,1,0
trốn việc,1,0
trống huếch trống hoác,0,1
trọng lực,1,0
trong sạch,1,0
trong sáng,1,0
trưởng thành,1,0
trượt đi,1,0
truyền cảm,1,0
tu,0,0
từ bỏ,0,1
tu dưỡng,1,0
tự huỷ diệt,0,1
tự huỷ hoại,0,1
tù mù,0,1
tức cười,0,1
tức điên người,0,1
tức giận,0,1
từng trải,1,1
tươi,1,0
tương tư,0,1
tuyệt vời,1,0
ủ dột,0,1
uất,0,1
uất hận,0,1
uất ức,0,1
uể oải,0,1
ứng biến,1,0
ương bướng,0,1
ướt đẫm ướt đìa,1,0
ướt lướt thướt,0,1
ướt như chuột lột,0,1
ưu việt,1,0
uy tín,1,0
văn minh,1,0
vàng hoe,0,1
vẻ vang,1,0
viêm,0,1
viên mãn,1,0
viễn thị,0,1
vinh dự,1,0
vinh quang,1,0
vô chính phủ,0,1
vô giáo dục,0,1
vô kỉ luật,0,1
vô liêm sỉ,0,1
vô ơn,0,1
vô sinh,0,1
vô tích sự,0,1
vô tính,0,1
vô vị,0,1
vừa bị ăn cắp,0,1
vừa bị lấy đi,0,1
vừa bị trộm đi,0,1
vừa ý,1,0
vực sâu,0,1
vực thẳm,0,1
vui thích,1,0
vương vãi,0,1
vuốt ve,1,0
xa lạ,0,1
xác thực,1,0
xâm lăng,0,1
xâm lược,0,1
xán lạn,1,0
xanh,1,0
xanh xao,0,1
xấu số,0,1
xấu thêm,0,1
xệp xệ,0,1
xin lỗi,1,0
xoi mói,0,1
xuất chúng,1,0
xuất sắc,1,0
xúc phạm,0,1
xung đột,0,1
xuôi chiều mát mái,1,0
xương sống,1,0
xuyên tạc,0,1
yên bình,1,0
yên lặng,1,0
yên ổn,1,0
yêu,1,0
yêu quý,1,0
yêu thích,1,0
ác liệt,0,1
ác nghiệp,0,1
ác tính,0,1
ái quốc,1,0
ái tình,1,0
âm thầm,0,0
ẩm thực,1,0
ẩn,0,1
ân hận,0,1
ăn khách nhất,1,0
ăn mòn,0,1
ăn năn,1,0
ẩn náu,1,0
ăn ở hai lòng,0,1
ăn sâu thành thói quen,0,1
ăn thịt,0,1
ẩn ý,0,0
ảo ảnh,0,1
ảo giác,0,1
ấp ủ,1,0
ẩu đả,0,1
Bác sĩ,1,0
Bách khoa toàn thư,1,0
bài hát ngắn,1,0
bại trận,0,1
bán chạy nhất,1,0
băn khoăn,0,1
bận tâm,0,0
bẩn tưởi,0,1
bản tường trình,1,0
bằng đường hàng không,0,0
bằng hàng không,0,0
bảo đảm,1,0
bạo dạn,1,0
bạo động,0,1
Bảo hành,1,0
bão hòa,0,1
bao kín,0,0
bảo mẫu,1,0
bạo tàn,0,1
bảo về,1,0
bập bà bập bùng,0,1
bất cân bằng,0,1
bất cân đối,0,1
bất đắc dĩ,0,1
bất đối xứng,0,1
bất động,0,1
bất hoà,0,1
bất lịch sự,0,1
bất nhân,0,1
bất phục tùng,0,1
bất thường,0,1
bất trung,0,1
bậy,0,1
bền bỉ,1,0
bền chặt,1,0
bền chí,1,0
béo ngậy,0,1
bét,0,1
bị bẩn,0,1
bị bắt buộc,0,1
bị bóc lột,0,1
bị bưng bít,0,1
bị cận thị,0,1
bị chấn thương,0,1
bị che đậy,0,1
bị che giấu,0,1
bị đánh bại,0,1
bị động,0,1
bị động đến,0,0
bị giấu giếm,0,1
bị hạn chế,0,1
bị hắt hủi,0,1
bị hỏng,0,1
bị hư,0,1
bị lẩn khuất,0,1
bị nghi vấn,0,1
bị nhiễm trùng,0,1
bị ruồng bỏ,0,1
bị ruồng rẫy,0,1
bị sờn,0,1
bị táo bón,0,1
bi thảm,0,1
bị thất bại,0,1
bị tiêu diệt,0,1
bị tình nghi,0,1
bị từ,0,1
bị từ bỏ,0,1
bị vắt kiệt,0,1
bị vứt bỏ,0,1
bia,1,0
biến đổi không ngừng,0,0
biến đổi liên tục,0,0
biến đổi từng ngày,0,0
biện giải,1,0
biến hình,0,0
biện hộ,1,0
biết giữ gìn,1,0
biết lưu ý,1,0
bình phục,1,0
bình thản,0,1
bình tĩnh,1,0
bổ ích,1,0
bỏ mạng che mặt,0,0
bỏ qua,0,1
bơ vơ,0,1
bốc lửa,0,1
bọc trực,1,0
bộc trực,1,0
bôi nhọ,0,1
bối rối,0,1
bội thu,1,0
bóng bảy,1,0
bóng bẩy,1,0
bóng lộn,1,0
bóng ma,0,1
bóng mát,1,0
bóng nhẫy,1,0
bóng nhoáng,1,0
bóng râm,1,0
bỏng rộp,0,1
bừa bộn,0,1
bụi,0,1
buồn,0,1
buồn bã,0,1
buồn cười,1,0
buồn đau,0,1
buồn khổ,0,1
buồn lòng,0,1
buồn mửa,0,1
buồn nản,0,1
buồn nôn,0,1
buồn tẻ,0,1
buồn thảm,0,1
bướng bỉnh,0,1
buồng ngủ,1,0
bứt dứt,0,1
cả gan,1,0
cấc láo,0,1
cãi lộn,0,1
cai trị,1,0
cãi vã,0,1
cam đoan,1,0
cấm kị,0,1
cặn,0,1
căn bản,1,0
cằn cỗi,0,1
can đảm,1,0
cân sức,0,0
cản trở,0,1
căng mọng,1,0
căng tràn,1,0
cạnh tranh,0,1
cảnh tượng,1,1
cao ngất,0,0
cao tầng,0,0
cấp tiến,1,0
cắt đoạn,0,0
cắt khúc,0,0
cắt mẩu,0,0
cắt nhỏ,0,0
cáu ghét,0,1
càu nhàu,0,1
cấu trúc,1,0
cay,0,1
chậm chạp,0,1
chăm chỉ,1,0
chậm hiểu,0,1
chậm tiếp thu,0,1
chán,1,0
chân chất,1,0
chấn động,0,0
chán ngán,0,1
chắn ngang,0,1
chán ngắt,0,1
chân thật,1,0
chân thực,1,0
chân trời,1,0
chào mừng,1,0
chắp vá,0,1
chất lượng cao,1,0
chất phác,1,0
cháy bỏng,0,0
chạy được,1,0
che chở,1,0
chế độ ăn uống,1,0
chế giễu,0,1
chế nhạo,0,1
chết non,0,1
chỉ đạo,1,0
chỉ huy,1,0
chi phiếu khống,0,1
chiếm đóng,1,0
chiến đấu,0,0
chiến lược,0,0
chiến tranh,0,1
chiến tranh du kích,0,1
chiều sâu,1,0
chín chắn,1,0
chính chắn,1,0
chính hãng,1,0
chính phủ,1,0
chính trực,1,0
chính xác,1,0
chính xác tuyệt đối,1,0
chịu,0,0
chịu đựng,0,0
chịu trách nhiệm,1,0
chói lọi,1,0
chói sáng,1,0
chói vói,0,1
chống cự,0,1
chóng tàn,0,1
chống thụ thai,1,0
chóng vánh,0,0
chống viêm,1,0
chớp nhoáng,1,0
chót,0,0
chủ lực,0,0
Chủ tịch,1,0
chưa bị tình nghi,1,0
chưa cải tạo,0,1
chưa cải thiện,0,1
chưa cải tiến,0,1
chua cay,0,1
chưa chết,1,0
chưa chín chắn,0,1
chưa được dạy,0,1
chưa được huấn luyện,0,1
chưa qua tinh chế,0,1
chưa xác định,0,1
chúc mừng,1,0
chúc rượu,1,0
chùm tia,1,0
chung chăn chung gối,1,0
chứng chỉ,1,0
chứng thực,1,0
chuyên biệt,0,0
chuyên chế,0,1
chuyên gia,1,0
chuyên môn,1,0
chuyển nhượng,1,0
chuyên quyền,0,1
có ác tâm,0,1
có ác ý,0,1
có cải cách,1,0
có chất thơ,1,0
có chú ý,1,0
có của ăn của để,1,0
cô dì,1,0
có định hướng,1,0
có độc hại,0,1
có đường nét,1,0
cố gắng,1,0
có giá trị tài ba,1,0
có hiệu lực,1,0
có học thức,1,0
có hơi thở,1,0
có kinh nghiệm,1,0
có lòng tốt,1,0
có năng lực,1,0
có phúc,1,0
có quan tâm,1,0
có quyền lực,1,0
có rừng,1,0
có sức mạnh,1,0
có sức tác động lớn,0,0
có tay nghề,1,0
có thật,1,0
có thể biến đổi,0,0
có thể chấp nhận được,1,0
có thể định rõ,1,0
có thể nhận ra,1,0
có thể nhận ra được,1,0
có thể nhận thấy,1,0
có thể nhận thấy được,1,0
có thể nhận thức rõ,1,0
có thể quan sát được,1,0
có thể tái sản xuất,1,0
có thể thay đổi,0,0
có thể thấy rõ,1,0
có thể thay thế,0,0
có thể trao đổi,1,0
có thể trông thấy được,0,1
có thể xác định,1,0
có tiếng xấu,0,1
có tính báng bổ,0,1
có tính chất báng bổ,0,1
có tính di truyền,0,0
có tính người,1,0
có tính xây dựng,1,0
có tính xúc phạm,0,1
có ưu thế,0,1
có ưu thế lớn,1,0
có uy tín,1,0
cố vấn,1,0
có vẻ đúng,1,0
có vi-rút,0,1
cởi mở,1,0
cơn,0,1
con gái,1,0
còn nguyên,1,0
con nít,0,1
còn non nớt,0,1
con ong,0,0
còn sống,1,0
công bằng,1,0
công bình,1,0
công khai,1,0
công kích,0,0
cống nạp,1,0
cong queo,0,1
cộng tác,1,0
công tử bột,0,1
cong vênh,0,1
cốt yếu,1,0
cũ rích,0,0
của địch,0,1
cứng,1,0
cứng cỏi,1,0
cứng nhắc,0,1
cương lên,0,0
cuồng tín,0,1
đã an bài,0,0
đã ấn định,0,0
đã chết,0,1
đã dành trước,0,0
đã dạy thuần,1,0
đã đi,0,1
đã định,0,0
đã định đoạt,0,0
đã được chấp nhận,1,0
đã được chế biến,1,0
đã được chỉnh sửa,0,0
đã được gia công,1,0
đã được thành lập,1,0
đã được thay đổi,0,0
đã được thiết lập,1,0
đã được xử lí,1,0
đã gia công,1,0
đã hoàn thành,1,0
đã mất,0,1
đa phu,0,1
đã thuần hoá,1,0
đã xác định,1,0
đã xong,1,0
đại biểu,1,0
đại diện,1,0
đại khái,0,1
đại sứ,1,0
đại tá,1,0
đẫm lệ,0,1
đẫm nước mắt,0,1
đàm phán,1,0
đàn anh,1,0
dân chủ,1,0
dân dã,0,0
dẫn đầu,1,0
dạn dày,1,0
đần độn,0,1
đáng buồn,0,1
đáng ca ngợi,1,0
đắng cay,0,1
đáng coi trọng,1,0
đang đe dọa,0,0
đáng khâm phục,1,0
đáng kính,1,0
đáng kính trọng,1,0
đáng nể phục,1,0
đáng nhớ,1,0
đang phát triển,1,0
đáng phục,1,0
đáng tin,1,0
đáng tin tưởng,1,0
đáng tôn kính,1,0
đáng tôn sùng,1,0
đáng tôn trọng,1,0
đáng tự hào,1,0
đáng vị nể,1,0
đáng yêu,1,0
đánh,0,1
danh giá,1,0
dành riêng,0,0
đanh thép,0,0
đánh thức,1,0
đạo đức giả,0,1
đảo ngược,0,0
dập khuôn,0,1
đạt được,1,0
đau,0,1
đau đớn,0,1
đầu óc bã đậu,0,1
đau ốm,0,1
đau thương,0,1
đầy âu lo,0,1
đầy bất ngờ,0,0
đầy bụi bẩn,0,1
đầy cỏ dại,0,1
dày đặc,0,0
dày dạn,1,0
dầy dạn,1,0
đầy lo âu,0,1
đầy lo lắng,0,1
đầy nghị lực,1,0
đầy nhiệt huyết,1,0
đầy sự sống,1,0
đầy thi vị,1,0
đầy vi khuẩn,0,1
đầy vi trùng,0,1
đề bạt,1,0
dễ bị gạt,0,1
dễ bị lợi dụng,0,1
dễ bị lừa gạt,0,1
dễ bị mua chuộc,0,1
dễ biến dạng,0,0
dễ dao động,0,1
dễ dạy bảo,1,0
dễ đến gần,1,0
dễ gần gũi,1,0
đê hèn,0,1
dễ hiểu,1,0
dễ hối lộ,0,1
dễ hợp tác,1,0
dễ làm quen,1,0
dễ lọt qua,0,0
đê mạt,0,1
dễ mến,1,0
dễ nghe,1,0
dễ nhìn,1,0
dễ nói,1,0
dễ sợ,0,1
dễ thay đổi,0,0
dễ thua,0,1
dễ thương,1,0
dễ tiếp cận,1,0
dễ tiêu,1,0
dễ tiêu hoá,1,0
dễ tin người,0,1
dễ xúc động,0,0
đề xướng cuộc cải cách,1,0
đen đủi,0,1
đen kịt,0,1
đen như gỗ mun,0,1
đen như than,0,1
đen tối,0,0
dẻo dai,1,0
đẹp,1,0
đẹp tươi,1,0
đĩ,0,1
di căn,0,1
dí dỏm,1,0
dị thể,0,0
dị thường,0,1
di trú,0,0
đi vắng,0,1
địch thủ,0,1
điềm đạm,1,0
điềm nhiên,1,0
điên khùng,0,1
điên lên,0,1
diện quần áo,0,0
điên rồ,0,1
điếng người,0,0
diệu kỳ,1,0
điêu luyện,1,0
đỉnh,1,0
dìu dắt,1,0
dịu êm,1,0
dịu nhẹ,1,0
đồ,0,1
đỏ,1,0
dơ bẩn,0,1
Độ bền,1,0
đô đốc,1,0
đố kị,0,1
dở người,0,1
đơ ra,0,1
đờ ra,0,1
độc nhất,1,0
độc tố,0,1
đợi,0,1
đổi chác,1,0
dồi dào,1,0
đối kháng,0,1
đói meo,0,1
dối trá,0,1
đồi truỵ,0,1
độn,0,1
dồn ép,0,1
đơn giản,0,0
đớn hèn,0,1
dồn nén,0,1
dọn quang,1,0
đóng băng,0,0
đồng chí,1,0
động lực,1,0
đồng minh,1,0
dốt,0,1
dốt nát,0,1
du dương,1,0
đủ khả năng,1,0
đủ năng lực,1,0
đừ ra,0,1
dự trữ,1,0
đua tranh,0,1
đức độ,1,0
đức hạnh,1,0
đui mù,0,1
